Date,Open,High,Low,Close,Volume
2017-03-29,20675.75,20684.73,20625.03,20659.32,60501624
2017-03-30,20662.79,20753.78,20643.6,20728.49,74638304
2017-03-31,20700.34,20722.59,20660.68,20663.22,105913168
2017-04-03,20665.17,20692.34,20517.82,20650.21,85862456
2017-04-04,20634.94,20701.29,20605.3,20689.24,63255164
2017-04-05,20745.06,20887.5,20639.55,20648.15,75466264
2017-04-06,20653.77,20746.46,20612.17,20662.95,76215256
2017-04-07,20647.81,20726.07,20606.95,20656.1,62225076
2017-04-10,20668.22,20750.33,20614.86,20658.02,62838140
2017-04-11,20644.32,20660.03,20512.56,20651.3,66539608
2017-04-12,20637.95,20642.54,20553.03,20591.86,73116584
2017-04-13,20561.69,20612.27,20453.25,20453.25,66566092
2017-04-17,20484.75,20644.41,20484.75,20636.92,64131296
2017-04-18,20561.39,20600.12,20462.28,20523.28,65847940
2017-04-19,20503.52,20546.69,20379.55,20404.49,76765288
2017-04-20,20406.68,20629.78,20406.68,20578.71,85269744
2017-04-21,20578.1,20601.4,20505.33,20547.76,114289664
2017-04-24,20723.59,20792.2,20723.59,20763.89,87743888
2017-04-25,20915.51,21026.97,20909.38,20996.12,87068320
2017-04-26,21009.95,21070.9,20972.27,20975.09,84915088
2017-04-27,20991.12,21005.8,20935.8,20981.33,78967744
2017-04-28,20987.39,20987.76,20926.75,20940.51,95038120
2017-05-01,20962.73,20976.62,20898.38,20913.46,78619408
2017-05-02,20941.19,20960.92,20904.06,20949.89,91324696
2017-05-03,20915,20972.74,20874.18,20957.9,82426728
2017-05-04,20987.83,20990.79,20847.95,20951.47,73235344
2017-05-05,20929.04,21006.94,20905,21006.94,69554912
2017-05-08,20991.26,21017.89,20971.05,21012.28,79476032
2017-05-09,21022.28,21046.85,20938.04,20975.78,72595864
2017-05-10,20958.49,20976.28,20884.15,20943.11,71569888
2017-05-11,20925.72,20933.36,20798.9,20919.42,78624136
2017-05-12,20893.19,20916.1,20869.74,20896.61,75784136
2017-05-15,20923.63,21000.83,20923.63,20981.94,88617008
2017-05-16,20984.48,21033.53,20932.88,20979.75,75838712
2017-05-17,20846.17,20846.17,20601.08,20606.93,113641960
2017-05-18,20579.65,20759.2,20553.45,20663.02,109612120
2017-05-19,20698.28,20857.13,20687.94,20804.84,127292944
2017-05-22,20867.77,20914.26,20860.16,20894.83,78184464
2017-05-23,20908.67,20961.14,20896.22,20937.91,65564112
2017-05-24,20949.21,21022.82,20933.58,21012.42,73849528
2017-05-25,21062.96,21112.32,21051.41,21082.95,67988328
2017-05-26,21070.15,21092.82,21050.49,21080.28,56526068
2017-05-30,21045.49,21063.62,21009.6,21029.47,65408856
2017-05-31,21048.46,21051.7,20942.57,21008.65,135215376
2017-06-01,21030.55,21144.18,20994.22,21144.18,76950608
2017-06-02,21142.09,21225.04,21129.56,21206.29,96353776
2017-06-05,21195.03,21224.41,21168.69,21184.04,65856332
2017-06-06,21145.48,21180.47,21118.46,21136.23,79186592
2017-06-07,21171.57,21189.84,21113.31,21173.69,80769608
2017-06-08,21169.76,21265.69,21138.16,21182.53,96877968
2017-06-09,21208.96,21305.35,21159.45,21271.97,120385848
2017-06-12,21259.95,21277.08,21186.15,21235.67,135223008
2017-06-13,21256.83,21332.77,21256.83,21328.47,89255192
2017-06-14,21342.71,21391.97,21294.09,21374.56,83202464
2017-06-15,21291.69,21367.28,21261.87,21359.9,87151632
2017-06-16,21335.93,21384.42,21308.01,21384.28,288559840
2017-06-19,21444.75,21528.99,21436.08,21528.99,88364704
2017-06-20,21521.25,21535.03,21464.24,21467.14,83752008
2017-06-21,21466.39,21492.62,21390,21410.03,77553288
2017-06-22,21407.98,21456.47,21394.81,21397.29,78152248
2017-06-23,21380.92,21421.79,21333.89,21394.76,143179792
2017-06-26,21434.68,21506.21,21381.25,21409.55,68340344
2017-06-27,21411.19,21440.6,21310.66,21310.66,84487632
2017-06-28,21372.36,21478.75,21372.36,21454.61,76134408
2017-06-29,21487.38,21487.38,21197.08,21287.03,96138744
2017-06-30,21348.6,21426.12,21325.08,21349.63,100731784
2017-07-03,21392.3,21562.75,21391.71,21479.27,57803632
2017-07-05,21492.83,21505.36,21404.76,21478.17,79561424
2017-07-06,21423.93,21433.1,21305.38,21320.04,88100928
2017-07-07,21354.66,21425.82,21350.72,21414.34,72678784
2017-07-10,21381.23,21446.39,21371.11,21408.52,72627776
2017-07-11,21410.17,21441.62,21279.3,21409.07,70282976
2017-07-12,21467.93,21580.79,21467.93,21532.14,81783272
2017-07-13,21537.19,21568.72,21512.36,21553.09,69468632
2017-07-14,21532.77,21681.53,21521.72,21637.74,66008224
2017-07-17,21633.97,21661.81,21617.66,21629.72,70534032
2017-07-18,21589.94,21589.94,21471.14,21574.73,63976184
2017-07-19,21569.25,21640.75,21565.84,21640.75,69055776
2017-07-20,21641.54,21661.91,21576.96,21611.78,85281760
2017-07-21,21591.72,21592.61,21503.78,21580.07,109708544
